country,description,points,price,province,region_1,taster_name,title,variety
Italy,"Made with 100% Sangiovese, fermented and aged in terra-cotta amphora, this elegant red opens with alluring aromas of sunbaked earth, leather, blue flower and a balsamic note. Bright and polished, the palate delivers juicy red cherry, a sprinkling of baking spice and an energizing mineral vein. Lithe tannins and fresh acidity provide the framework.",92,,Tuscany,Toscana,Kerin O’Keefe,Fattoria Montecchio 2013 Priscus Sangiovese (Toscana),Sangiovese
US,"A blend of just over two-thirds Cabernet Sauvignon along with Merlot (26%) and Petit Verdot (7%), this wine beguiles with its brooding aromas of spice, toffee, dark fruit and scorched earth. The flavors are layered, bringing a real sense of gravitas along with a compelling mouthfeel and sense of balance. The black-fruit flavors linger. It's all about finesse.",92,89.0,Washington,Columbia Valley,Sean P. Sullivan,Woodward Canyon 2013 Charbonneau Red,Bordeaux-style Red Blend
France,"Given one year's aging, this fruity wine has blossomed out with pear and peach flavors that go beyond the initial youthful herbaceousness. It has a good depth of flavor, a wine that is both bright with acidity and rich with ripe fruit.",88,16.0,Loire Valley,Touraine,Roger Voss,Patrick De Ladoucette 2010 Les Deux Tours Sauvignon Blanc (Touraine),Sauvignon Blanc
US,"Here's a soft, rather one-dimensional Pinot Noir for drinking now. Nothing terribly complicated going on, just a good, sound dry wine with pleasant berry, spice and oak flavors.",85,30.0,California,Sonoma County,,Roessler 2009 Red Label Pinot Noir (Sonoma County),Pinot Noir
Argentina,"Smells like crushed vitamins, iron and minerals, but no fruit. Weak, funky and sour tasting, and then angular on the finish. There's even some sauerkraut in the mix. Not what we're looking for.",80,13.0,Mendoza Province,Mendoza,Michael Schachner,Reyter 2009 Finca La Martina Chardonnay (Mendoza),Chardonnay
Portugal,"With apricot and floral perfumes, this is a ripe wine, full in the mouth and with a subtle mix of fresh acidity and rich yellow fruits. It is still a little young and will be better from late 2016.",88,16.0,Alentejano,,Roger Voss,Dona Maria-Júlio Bastos 2014 Viognier (Alentejano),Viognier
Italy,"A blend of Cabernet Sauvignon, Merlot, Syrah, Montepulciano, Sangiovese and a drop of Petit Verdot, this has aromas of pressed blue flower, dark-skinned berry and toast. The firm, straightforward palate offers black currant, clove and a hint of tobacco. Fine-grained tannins proved the frame work.",88,18.0,Tuscany,Maremma Toscana,Kerin O’Keefe,Tenuta La Badiola 2013 642° Il Canapone  (Maremma Toscana),Red Blend
France,"This pure Merlot special cuvée is intense, rich and extracted. It has serious layers of spice and toast from wood aging. That lies over a solid structure that is concentrated and dense. The fruit is more masked and the bitter licorice character of the wine means it will take several years to come together. Drink from 2020.",89,38.0,Bordeaux,Cadillac Côtes de Bordeaux,Roger Voss,Château Léon 2014 Prima  (Cadillac Côtes de Bordeaux),Merlot
Chile,"Generic berry, cherry and plum aromas are saucy and earthy. This everyday Cabernet feels rubbery and grabby. Slightly stewed berry, spice and herbal flavors finish bumpy, with hard tannins.",85,12.0,Maule Valley,,Michael Schachner,Finca Patagonia 2015 Expedicion Cabernet Sauvignon (Maule Valley),Cabernet Sauvignon
Portugal,"Intense perfumes give this fine apéritif wine an exotic character. Its crisp texture balances this, showcasing fine lime and grapefruit flavors as well as a touch of lychee. The acidity at the end is lively and refreshing. Drink now.",88,12.0,Lisboa,,Roger Voss,DFJ Vinhos 2016 Escada Reserva Arinto (Lisboa),Arinto
Chile,"Earthy, stalky aromas of tomato, olive and savory, meaty berry fruits set up a chewy, dense palate. Blackberry, cassis and mixed-spice flavors finish with chocolate and clove notes. This Cabernet-led blend is bold, oaky, rustic and powerful.",91,40.0,Maipo Valley,,Michael Schachner,Viña Tarapacá 2013 Gran Reserva Etiqueta Azul Red (Maipo Valley),Red Blend
Italy,"Aromas of forest floor, berries and espresso waft over a ripe palate of dark cherry and baking spices. It's quite warm and already evolved so drink soon.",87,30.0,Tuscany,Rosso di Montalcino,Kerin O’Keefe,Le Ragnaie 2011  Rosso di Montalcino,Sangiovese
US,"Mouthcoating, this is a full-bodied wine with small amounts of Merlot and Cabernet Franc. Tar, leather, cedar and black cherry stand out as characteristics, with added weight from the heavier, darker elements of chocolate and oak. Drink now through 2022.",90,64.0,California,St. Helena,Virginie Boone,Salvestrin 2012 Salvestrin Estate Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon
Israel,"Deep violet red to the eye, this wine offers fragrances of raspberry and vanilla. It has a silky mouthfeel as well as a pleasantly easy-drinking quality, with flavors of cherry, Dr Pepper, pomegranate seeds and eucalyptus that carry on into the bright and satisfying finish.",90,17.0,Galilee,,Mike DeSimone,Or Haganuz 2012 Amuka Series Marus Single Vineyard Shiraz (Galilee),Shiraz
Italy,"This fragrant wine starts with aromas of rose, violet, cake spice and woodland berry. The vibrant palate doles out juicy black cherry, licorice, cinnamon, pipe tobacco and mineral. It's impeccably balanced with velvety tannins and bright acidity.",93,40.0,Sicily & Sardinia,Etna,Kerin O’Keefe,Wiegner 2010 Treterre Rosso  (Etna),Nerello Mascalese
France,"Round, soft, with the fruit dominating its mineral character, this wine shows richness, but doesn't have huge aging ability. It is more a wine that charms, is open, lively, spice and dried apricots working together with ripe acidity.",93,67.0,Burgundy,Chablis,Roger Voss,La Chablisienne 2006 Blanchot Grand Cru  (Chablis),Chardonnay
US,"Ready for immediate enjoyment, this offers a lifted nose of rose petals and cherry blossoms, carrying a slight whiff of milk chocolate. The fruit has a tart, cranberry character, moving up into Bing cherry flavors with plenty of crisp acidity.",88,22.0,Oregon,Oregon,Paul Gregutt,Joleté 2012 Pinot Noir (Oregon),Pinot Noir
France,"A funky smoky notion of yeast clings to the nose on which a pure lemon streak becomes apparent. A generous, luscious and almost creamy sweetness then conquers the palate, boosting all of the fruit flavors, wrapping them in its creamy mellow embrace. The pure lemon streak counters and brightens the richness and around the edges there is grapefruit spice. This is all rather beguiling but not overdone. The finish is moreish, medium sweet and long.",93,29.0,Alsace,Alsace,Anne Krebiehl MW,Willm 2012 Kirchberg de Barr Grand Cru Clos Gaensbroennel Gewurztraminer (Alsace),Gewürztraminer
Italy,"Enticing scents of white stone fruit and wild flower guide the nose. Delicately foaming, the linear palate delivers mature yellow pear and Golden Delicious apple alongside vibrant acidity. It closes dry and crisp.",89,22.0,Veneto,Valdobbiadene Prosecco Superiore,Kerin O’Keefe,Adami 2016 Credas Rive di Farra di Soligo Brut  (Valdobbiadene Prosecco Superiore),Glera
US,"The grapes are from an old vineyard on the warmer eastern side of Russian River Valley, in the Mayacamas foothills. The wine is exceptionally ripe, with blackberries veering into prunes and raisins. The tannins are wonderfully smooth and complex. Drink it now with barbecue.",87,45.0,California,Sonoma County,,De Loach 2011 Riebli Vineyard Zinfandel (Sonoma County),Zinfandel
Italy,"A blend of 70% Nero d'Avola and 30% Frappato, this elegant wine opens with aromas of dark cherry, strawberry, blue flower and spice. The juicy fruit carries over to the soft, supple palate together with notes of toast and espresso. Drink through 2017.",89,32.0,Sicily & Sardinia,Cerasuolo di Vittoria Classico,Kerin O’Keefe,Planeta 2012 Dorilli  (Cerasuolo di Vittoria Classico),Red Blend
New Zealand,"This shows ample mushroomy complexity without showing any evidence of tiring. Hints of shiitakes add richness and depth to the black cherry flavors, while a dried-mushroom dustiness adds length and interest to the finish. Drink now–2020.",91,35.0,Marlborough,,Joe Czerwinski,Brancott 2012 T Letter Series Pinot Noir (Marlborough),Pinot Noir
Portugal,This wine may not have much of Syrah's typical character but it certainly does have rich black fruits and a ripe texture. It is full and very ripe with its tannic structure well integrated into the full-bodied fruitiness. Drink now.,87,,Península de Setúbal,,Roger Voss,Cooperativa Agricola de Santo Isidro de Pegoes 2013 Adega de Pegões Syrah (Península de Setúbal),Syrah
Italy,Picol is an oak-aged Sauvignon that incorporates notes of toasted almond nut and honey along with the variety's standard bouquet of exotic fruit and citrus. Pair it with poached salmon or Mediterranean fish with a creamy butter sauce.,87,,Northeastern Italy,Venezia Giulia,,Lis Neris 2006 Picol Sauvignon (Venezia Giulia),Sauvignon
US,"Rather tough and gritty now, this bone dry wine offers herb, tobacco and cedar flavors, with suggestions of cherries and currants. It's the answer to folks who complain that California Cabernets are fruit and oak bombs. Could surprise with 5–7 years in the bottle.",88,48.0,California,Santa Cruz Mountains,,Kings Mountain 2006 Meritage (Santa Cruz Mountains),Meritage
France,"Ripe quince and white pear flavors are touched with wood. This wine from the Mâcon region, has fresh acidity and some richness.",85,,Burgundy,Viré-Clessé,Roger Voss,Louis Latour 2006  Viré-Clessé,Chardonnay
US,"There's a sultry aromatic combination of stewed strawberry and bright raspberry as well as subtle thyme, tarragon, rosewater and French toast on the nose of this bottling from the iconic vineyard. The baked red fruits and hard woody spices are cut by pungent acidity and firm tannins on the sip. Hold off a bit on this one, but then enjoy for decades. Drink 2019–2034.",93,100.0,California,Santa Lucia Highlands,Matt Kettmann,Patz & Hall 2014 Pisoni VIneyard Pinot Noir (Santa Lucia Highlands),Pinot Noir
Italy,"Here's a Rosso with aromas of blue flower, ripe berry and whiffs of balsamic herbs. The palate offers bright but rich cherry- raspberry flavors with hints of spice and licorice. Pair this with hearty pastas and Tuscan soups.",86,,Tuscany,Rosso di Montalcino,Kerin O’Keefe,Renieri 2011  Rosso di Montalcino,Sangiovese
France,"This wine combines the best of Chenin Blanc, with its nutty, terroir-driven character, and the round ripeness of Chardonnay. It is fruity and fresh with a smooth texture that is lifted by final acidity.",87,13.0,Southwest France,Côtes de Gascogne,Roger Voss,Domaine du Tariquet 2014 Chenin Blanc-Chardonnay (Côtes de Gascogne),Chenin Blanc-Chardonnay
France,"With an attractive toasty aroma, this wine is rich and delicious. It is one of this producer's nonvintage blends, a very superior marriage between Grand Cru grapes from the Côte des Blancs and Montagne de Reims. With apple, toast and lemon flavors it is dry and ready to drink.",91,55.0,Champagne,Champagne,Roger Voss,Lombard et Cie NV Brut Nature Grand Cru  (Champagne),Champagne Blend
South Africa,"Oaken layers make themselves known from nose to finish, with notes of cream, vanilla and cinnamon. The fruit thins out midpalate, revealing bright acidity and insistent tannins. A good pour for an everyday dinner.",85,18.0,Vlootenburg,,,Boschkloof 2000 Syrah (Vlootenburg),Syrah
US,"Quite vibrant and floral on the nose, this shows deep blackberry and both dried and fresh purple-flower elements as well as a baked berry pastry. The flavors are well integrated on the palate, where cooked blackberries in a vanilla pie crust combine with juicy strawberry, peppercorns and rosemary spice.",90,40.0,California,Sta. Rita Hills,Matt Kettmann,Kessler-Haak 2013 Syrah (Sta. Rita Hills),Syrah
US,"There is a touch of floral aroma in this vivid and fruity-tasting wine. Aromas and flavors of fresh-cut apple and honeydew melon round it out, while lively acidity makes it appetizing and fresh.",87,13.0,California,Lake County,Jim Gordon,Van Ruiten 2014 Sauvignon Blanc (Lake County),Sauvignon Blanc
Spain,"Year in and year out, this around where this wine shakes out. The nose is clean and nice for an under-$10 white, with minerality and fresh white-fruit aromas. A light, focused palate offers up green melon, apple, herb and white pepper flavors in front of a crisp finish. This varietal Viura outperforms its price.",87,9.0,Northern Spain,Rioja,Michael Schachner,Marqués de Cáceres 2012 Viura (Rioja),Viura
US,"A blend of Syrah, Cabernet Sauvignon, Malbec, Grenache and Merlot, this delicious red is juicy in blackberry and vanilla swirls of flavor. Tar, sage and tobacco add savory touches that work within its soft rounded frame.",91,44.0,California,Sonoma County,Virginie Boone,Covenant 2015 Red C Red (Sonoma County),Red Blend
New Zealand,"For Central Otago Chardonnay, this is rather rich and chunky on the palate, delivering hints of grilled sweet corn and ripe melon. It falls off a bit on the finish, so drink up over the next several months.",88,22.0,Central Otago,,Joe Czerwinski,Peregrine 2010 Chardonnay (Central Otago),Chardonnay
